idx,hybrid,set,premise,hypothesis,genre,label_true,label_pred,source,avg_conf,deb_preds,tokens,cost_usd
701,v5_ensemble_gate,matched,He said the Web site will help bridge the digital divide that keeps the poor from using the Internet as a resource.,He was telling us that the website is designed to make it harder for the poor to get online. ,government,contradiction,contradiction,ensemble,0.9998602668444316,contradiction|contradiction|contradiction,0,0.0
702,v5_ensemble_gate,matched,"The more popular offerings include kuru fasulye (haricot beans in tomato sauce), patlecan kizartmas (aubergine fried in olive oil and garlic), and a range of salads.",Salads and dishes with aubergine in them are both available.,travel,entailment,entailment,ensemble,0.9954972664515176,entailment|entailment|entailment,0,0.0
703,v5_ensemble_gate,matched,and the same is true of the drug hangover you know if you,It's nothing like a drug hangover.,telephone,contradiction,contradiction,ensemble,0.9998398621877036,contradiction|contradiction|contradiction,0,0.0
704,v5_ensemble_gate,matched,"The church of Panagia Theoskepastos houses a fine 14th-century icon, and the Catholic Cathedral has a tenth-century Madonna and Child.",Both churches are still active today and serve large congregations.,travel,neutral,neutral,ensemble,0.9996416171391804,neutral|neutral|neutral,0,0.0
705,v5_ensemble_gate,matched,Brit  Now that would be a good debate!,That would be a horrible debate.,slate,contradiction,contradiction,ensemble,0.9999192555745444,contradiction|contradiction|contradiction,0,0.0
706,v5_ensemble_gate,matched, The leaves of the papyrus were dried and used by Ancient Egyptians as a form of paper.,There was no paper-like object used by Ancient Egyptians.,travel,contradiction,contradiction,ensemble,0.9998432795206704,contradiction|contradiction|contradiction,0,0.0
707,v5_ensemble_gate,matched,Impossible.,"Impossible, unless circumstances are met.",fiction,neutral,neutral,ensemble,0.9990293582280476,neutral|neutral|neutral,0,0.0
708,v5_ensemble_gate,matched,"Clearly, people don't know how to reach lawyers.",It is obvious that people know how to contact lawyers.,government,contradiction,contradiction,ensemble,0.9998106559117635,contradiction|contradiction|contradiction,0,0.0
709,v5_ensemble_gate,matched,"Apparently, Greuze wasn't worried about needing protection.",Greuze concerned himself all the time with needing protection.,fiction,contradiction,contradiction,ensemble,0.9999353885650636,contradiction|contradiction|contradiction,0,0.0
710,v5_ensemble_gate,matched,One opportunist who stayed was Octavius Decatur Gass.,One opportunist who stayed went by the name Octavius. ,travel,entailment,entailment,ensemble,0.9968944589296976,entailment|entailment|entailment,0,0.0
711,v5_ensemble_gate,matched,"It spoke of thousands of years, even before the times of the old empire.",The old Empire is still ongoing.,fiction,neutral,contradiction,api,0.6765259305636088,neutral|contradiction|contradiction,236,0.0009725
712,v5_ensemble_gate,matched,"That drawer was an unlocked one, as he had pointed out, and he submitted that there was no evidence to prove that it was the prisoner who had concealed the poison there. ",All evidence pointed towards the prisoner being the one to try and hide poison in the drawer.,fiction,contradiction,contradiction,ensemble,0.9278481602668762,contradiction|contradiction|contradiction,0,0.0
713,v5_ensemble_gate,matched,medical and surgical expense coverage.,The coverage relating to medical and surgical expenses,government,entailment,entailment,ensemble,0.996065318584442,entailment|entailment|entailment,0,0.0
714,v5_ensemble_gate,matched,"There are no shares of a stock that might someday come back, just piles of options as worthless as those shares of Cook's American Business Alliance.",No shares of a stock will come back because of  Cook's American Business Alliance.,slate,contradiction,neutral,api,0.8166143099466959,neutral|entailment|neutral,312,0.0028799999999999997
715,v5_ensemble_gate,matched,i can't do any jumping up and down because it makes it hurt,I am unable to jump since of the pain.,telephone,entailment,entailment,ensemble,0.997651239236196,entailment|entailment|entailment,0,0.0
716,v5_ensemble_gate,matched,Others watched them with cold eyes and expressionless faces.,Everyone was cheering or cursing as they watched.,fiction,contradiction,contradiction,ensemble,0.9996420542399088,contradiction|contradiction|contradiction,0,0.0
717,v5_ensemble_gate,matched,have that well and it doesn't seem like very many people uh are really i mean there's a lot of people that are on death row but there's not very many people that actually um do get killed,"There are a lot of people on death row, but not that many actually are executed.",telephone,entailment,entailment,ensemble,0.9971367716789246,entailment|entailment|entailment,0,0.0
718,v5_ensemble_gate,matched,okay i'll keep that in mind yeah you serve that yourself or the for a family,Ok I will remember that. You serve that for yourself or a family.,telephone,entailment,entailment,ensemble,0.9987158179283142,entailment|entailment|entailment,0,0.0
719,v5_ensemble_gate,matched,"Sixty percent of Americans are frustrated and angry with the health-care system, and 70 percent favor federal intervention.",The majority of Americans are satisfied with the health-care system.,slate,contradiction,contradiction,ensemble,0.9994169871012368,contradiction|contradiction|contradiction,0,0.0
720,v5_ensemble_gate,matched,"Hold hard, said Tommy.","Tommy explained to hold hard, using only one arm.",fiction,neutral,neutral,ensemble,0.9993189573287964,neutral|neutral|neutral,0,0.0
721,v5_ensemble_gate,matched,"To their good fortune, he's proving them right.",He is showing that they were correct.,slate,entailment,entailment,ensemble,0.9980142513910928,entailment|entailment|entailment,0,0.0
722,v5_ensemble_gate,matched,finding the latest thing out from my friends is usually the most uh time effective,It works best to find things out from my friends.,telephone,entailment,entailment,ensemble,0.9972041646639506,entailment|entailment|entailment,0,0.0
723,v5_ensemble_gate,matched,Grantees statistically sample the cases closed in the previous year to determine if the sampled cases generally meet the requirements for reporting cases to LSC.,Grantees are not going to pay attention to cases closed in the last year.,government,contradiction,contradiction,ensemble,0.9996475378672282,contradiction|contradiction|contradiction,0,0.0
724,v5_ensemble_gate,matched,Where would he be today without American commercial know-how?,Americans lack important commercial know-how.,slate,contradiction,unknown,api,0.9879187146822612,neutral|contradiction|contradiction,300,0.0029
725,v5_ensemble_gate,matched,"As Jon looked at him, Barnam puffed out his chest.",Barnam wanted to impress Jon.,fiction,neutral,neutral,ensemble,0.9901575048764548,neutral|neutral|neutral,0,0.0
726,v5_ensemble_gate,matched,"They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.",There was no water found pouring down from the mountains.,travel,contradiction,contradiction,ensemble,0.9999374548594157,contradiction|contradiction|contradiction,0,0.0
727,v5_ensemble_gate,matched,"Don't expect to be swinging much after midnight, even in towns.",Things all close down at 11:30pm.,travel,neutral,unknown,api,0.9973519444465636,neutral|contradiction|neutral,306,0.00293
728,v5_ensemble_gate,matched,"In addition, Saracens invaded the Provencal coast from North Africa, and Magyar armies attacked Lor?­raine and Bur?­gun?­dy.",The Magyar armies did not attack anyone.,travel,contradiction,contradiction,ensemble,0.999948024749756,contradiction|contradiction|contradiction,0,0.0
729,v5_ensemble_gate,matched,when there was the ball that was sort of hit to Buckner to Buckner,The ball was hit to Buckner and he caught it.,telephone,neutral,neutral,ensemble,0.9993000030517578,neutral|neutral|neutral,0,0.0
730,v5_ensemble_gate,matched,"So have I for that matter, but I flatter myself that my choice of dishes was more judicious than yours.",My choice of dishes were nothing compared to yours.,fiction,contradiction,contradiction,ensemble,0.9959064523379008,contradiction|contradiction|contradiction,0,0.0
731,v5_ensemble_gate,matched,There always will be a need for an attorney to do general law.,There will always be a very real need for lawyers and attorney's to practice law.,government,neutral,neutral,ensemble,0.8716381986935934,neutral|neutral|neutral,0,0.0
732,v5_ensemble_gate,matched,"Land of Lincoln helped Tasha Johnson of Marion get Social Security benefits to support her four children after the 29-year-old woman was diagnosed with non-Hodgkin's lymphoma, a type of cancer, she said.",She loves her children.,government,neutral,neutral,ensemble,0.999487280845642,neutral|neutral|neutral,0,0.0
733,v5_ensemble_gate,matched,"These days, newspaper writers are no longer allowed the kind of license he took.",Newspaper writes can't take the kind of license that he did.,slate,entailment,entailment,ensemble,0.9984371463457744,entailment|entailment|entailment,0,0.0
734,v5_ensemble_gate,matched,All these sites will automatically lead into George Dubbawya's Web site (www.georgewbush.com).,These sites lead to George W. Bush's website.,slate,entailment,entailment,ensemble,0.9946871598561604,entailment|entailment|entailment,0,0.0
735,v5_ensemble_gate,matched,Oh yeah? San Barenakedino? How's he? Clarisse and Onardo both asked.,Clarisse and Onardo both asked how San Bernakedino is. ,fiction,entailment,entailment,ensemble,0.9941023588180542,entailment|entailment|entailment,0,0.0
